1873	27955
2281	28828
2220	50432
1823	24291
1055	9205
2271	22134
2516	10017
556	17198
2304	3280
1665	16755
749	1530
390	15445
2320	26994
429	45199
1350	8852
2541	22397
1311	21430
1988	16146
1322	2617
2507	30996
1439	32587
12	27639
279	11308
2168	15861
1731	48449
1143	38005
227	61239
2303	34567
1287	26023
1825	20916
2350	15188
1019	10378
611	31398
1436	26148
2133	35696
1180	8378
1497	52560
1697	43934
594	31841
2363	44320
2034	13809
974	51754
1120	2636
2491	61448
1954	22542
1424	63245
256	4794
2521	24468
946	31631
832	22920
589	13321
72	46788
2243	18680
399	42353
1883	50459
2080	44932
2410	14934
1643	36140
2194	27857
994	30542
1082	56576
2315	61923
586	53152
1121	27395
1419	31545
1668	11605
190	17458
360	35232
841	20453
384	16552
512	22804
2381	15073
1312	62663
471	32508
988	3052
72	53620
652	59561
298	13440
1250	41455
1873	10124
1386	56687
2480	41380
2263	10617
1034	18404
863	10116
1020	59336
2381	10145
2012	36713
254	28465
2332	26321
1086	49300
970	21296
1498	8893
1225	12196
2207	40341
1559	1922
362	53278
923	32495
1623	41538
19	20501
1035	12975
95	45920
1521	24786
1597	47893
2121	16718
2461	2995
953	18974
610	21742
119	30824
1117	11131
211	58881
1330	63560
1092	2257
1214	31909
2284	16294
2442	21004
1034	21312
429	25318
464	23614
1787	845
320	19991
744	26006
491	62038
1999	44980
1670	12211
1558	14780
1298	12610
777	50362
1651	2603
2442	63194
2614	21508
1558	27899
397	2300
517	54533
1008	35608
1804	17096
1885	20292
423	52451
902	19657
1755	1694
1662	56859
1959	29124
1283	30066
1384	2319
777	30928
1880	30233
212	202
1797	47120
810	12692
1868	56627
1461	19000
2518	19394
550	15344
475	20578
1092	20495
2520	15100
2201	38349
79	56170
585	38105
1874	27412
2346	54044
1722	18409
1027	24729
1953	15825
1171	13695
1120	30736
732	10963
400	7044
1681	28365
399	43123
803	23930
1849	19456
2476	14264
1197	13170
1290	15497
760	27778
1090	7301
846	6327
993	1302
843	12160
1814	58359
1768	11446
2581	29107
1439	11591
2218	14364
2247	47173
566	11154
1471	6626
1996	25155
430	27129
304	28669
1675	19902
1954	61955
916	3029
1119	32912
1550	30160
1562	28232
1192	61354
2193	51553
1458	1699
1420	12930
879	23897
609	19152
2213	22536
1687	23813
1760	29219
2151	46306
1408	34614
995	50420
1977	22420
234	47739
599	60996
1254	20320
2470	63410
1123	3224
2249	6288
1678	54555
1124	43912
1069	28716
1379	23134
1498	21536
37	16964
2279	25603
1023	13699
1855	58359
1409	14065
1881	11336
2594	17238
1913	12036
1556	54759
1023	175
2518	26664
852	12171
664	31853
99	1097
1077	11905
1073	20073
2482	1698
2566	27721
2357	44705
632	31478
776	16187
1837	26068
1011	51725
1815	10125
1678	58725
1825	25352
601	46964
241	45056
949	19658
1139	20209
2227	30000
2564	11693
1755	22278
2425	17479
1707	25973
1954	32994
2054	17170
1353	12010
2153	2271
2503	1899
1485	61251
1499	17943
1194	49974
862	25591
1676	3153
493	30591
1222	63526
437	53465
862	53652
1212	18328
1707	18262
1439	10458
491	3477
2607	55931
876	15111
123	13593
374	56983
1157	6838
1022	27594
2309	55696
802	63067
1152	14425
1393	23785
1205	23176
1545	33774
1324	51306
2093	7698
1171	33224
1386	59839
1313	44736
375	11375
1356	37563
65	36023
1268	22587
367	21336
2050	25318
1153	15468
919	20607
1921	2179
1707	22838
2320	27481
2070	13873
1996	18810
2146	23913
213	11090
1492	52152
2407	46580
1873	14270
1171	31156
2280	28097
399	25084
1829	11839
1616	47976
1774	31872
2447	21309
1498	3339
1424	47516
1681	48750
1785	55794
1979	852
1379	33455
377	22360
1125	13278
1277	3459
2109	21949
1562	56082
1318	18636
2382	29765
828	38409
1524	5896
856	10738
1588	40015
57	20120
1587	39600
2419	52401
2495	28743
2149	49672
2233	35680
2493	46711
511	2121
1602	16978
2144	2422
1458	20310
1825	24855
2164	42129
1953	35251
859	26191
499	21548
1416	24558
2169	45289
1247	23369
1503	20684
9	48916
1582	13943
2489	12240
1699	26501
1380	28539
944	16179
1331	29339
531	31124
1284	30866
296	56875
354	31370
1852	4615
2037	31181
600	31289
18	41395
949	21146
8	16621
1215	47367
1384	30340
1682	11053
2480	18973
266	32065
1175	11925
1706	28331
521	9732
1842	7560
1673	1605
2223	55569
1798	35965
1439	11770
1824	17031
1436	21547
1068	15106
1481	35364
1912	30077
339	15267
1615	49276
2124	14379
1613	32451
2337	56032
1681	33044
2428	35418
486	62792
1651	60389
1855	51723
230	30507
1589	58001
895	31188
1373	11648
1612	47632
1181	11058
1755	60784
1460	16703
1601	5714
2454	49584
1267	16461
1123	12859
2313	24789
1	63691
2237	14232
1321	26813
1851	29044
851	42884
713	2073
1183	29470
2047	5536
1496	23476
1092	27476
1782	12433
2462	26088
95	26863
1887	32077
269	24369
1332	26813
1454	10370
1368	1114
1479	2187
775	46513
2064	41163
2125	19081
216	14534
798	40895
478	53947
214	61497
1828	18629
443	27184
18	58016
2256	32701
1410	17345
1192	28743
1120	1050
509	13804
955	55924
795	43203
1123	24395
1365	49905
2433	54929
1439	2019
1037	10615
584	15582
1383	53122
1055	12697
924	6775
1534	1958
2601	18153
1350	26155
29	23471
1137	26916
1297	25608
1356	20027
1341	17775
1677	3662
180	1692
2507	31972
1140	63410
1123	17017
831	33086
1254	13518
2398	47856
692	10704
1932	54561
2215	55867
403	2398
601	8265
1525	26333
2376	1826
2559	27362
1541	13512
1982	10337
90	62171
1571	27054
971	11886
2332	1796
1699	59573
1663	47064
1328	55529
956	48551
1918	17229
1236	33289
964	59709
1469	61588
2601	28369
1703	19060
500	31199
2502	2757
2181	16909
1078	29155
1649	12750
101	47765
2202	22255
757	10999
2379	47501
1871	20025
1512	53486
1444	9843
2146	28916
1260	14822
136	16083
1167	27081
2277	11193
732	22732
660	19535
2258	58291
1399	9741
2268	52156
1555	16585
1718	19053
1448	59124
1299	3011
2435	9501
1424	53469
1996	13191
1419	1184
656	1408
1681	20792
2247	34054
1467	38749
498	16262
1903	16068
1298	17629
1185	17317
1981	18476
177	31773
1726	26110
1746	59482
1129	36995
2346	35523
1345	41766
1966	7744
570	47930
1090	52960
2404	11068
959	23058
464	26380
99	51471
921	23617
1177	24429
943	11389
1207	13838
384	6681
2208	52870
1140	11047
2481	64195
1752	53270
1725	12346
2431	33379
1238	18951
99	46435
474	54081
597	25820
236	54263
2483	57739
729	1277
1318	22832
1435	64195
2586	23661
756	12804
1433	2076
225	55769
2094	53637
496	26789
237	20458
1612	49415
1214	13187
573	36374
1256	1506
1178	14415
2502	31576
1152	15099
554	18854
1043	7198
1068	10163
1460	32449
129	29113
1531	30616
857	59965
206	17683
1237	15288
1973	11856
1984	48841
136	20254
453	18765
280	32114
766	2168
1913	16369
846	3537
1865	12319
87	2773
2435	49687
1692	10167
163	12570
2332	55458
1191	27035
171	60990
1008	6080
1532	22399
1580	1739
609	23293
1602	11924
1688	6881
2360	108
2520	62371
1749	41392
2605	9557
2388	24302
400	11181
48	61164
1686	25534
757	49386
2356	22097
570	22490
691	28435
379	19882
2271	10769
2608	28440
1424	43777
630	26732
110	36491
2119	40502
571	39034
646	43215
1773	22911
1105	22885
2246	5444
1906	40385
1424	14217
1524	10682
1448	12368
2374	10586
434	28108
1953	57519
69	7822
2424	21743
1409	47623
585	63584
19	25978
948	3696
258	25094
657	22340
2279	23749
1963	41543
1424	28751
880	6515
968	2891
2269	2202
391	16055
578	35609
56	13782
1058	30228
171	1241
1970	29564
2030	18418
2497	10451
1651	18695
2538	13096
304	17108
1342	10867
1662	31411
2386	13435
2101	26860
750	14753
1321	16132
607	1055
1630	29036
352	17040
68	16374
1100	18922
1055	14
1327	26844
1382	15190
2008	13741
112	16346
274	13907
349	17974
1747	17986
1142	1521
1264	293
497	18140
1154	18542
1498	23318
2334	14858
926	27289
493	23657
1391	11384
1226	2655
2340	2128
584	29840
1735	15289
2560	2887
781	1461
801	20029
942	10963
1269	24021
791	2569
1107	16996
1954	1903
1774	27401
936	26901
1254	17625
2614	24194
1233	23180
95	20258
1912	30105
2107	10139
792	17599
589	10611
1111	17855
788	28789
2517	19180
1336	14554
2186	14595
1138	15380
888	14565
1007	19062
867	12061
1073	11028
2303	15620
283	13398
2309	15345
914	11853
1519	17415
1028	26913
1011	21272
956	1626
942	16381
69	12154
1268	15841
703	12263
755	17037
2553	18271
1163	18970
2563	17380
1849	14321
1426	11975
1180	18705
1234	12642
2262	13380
2474	19592
1133	16835
2614	26660
512	11042
1320	15156
2305	10059
2386	10564
1448	15735
1298	19158
584	11523
1997	25523
441	10912
1025	30990
2549	1151
631	30952
814	13799
335	19224
101	21928
2276	1877
513	21851
385	26759
192	13744
1750	12964
1901	10507
942	13830
1616	23708
2490	11134
2193	18279
67	20322
668	11223
2290	18400
1524	16845
651	2512
1966	13073
725	12742
1229	11006
2122	12894
334	17280
1424	30906
1001	23835
1707	19926
1458	11210
2285	12603
2533	22278
1828	29277
1335	14213
1665	11275
1963	26608
959	295
1622	16547
1621	1825
1066	21453
95	1047
899	20194
256	11663
2581	23578
1321	101
2467	24083
1686	17369
1493	14123
2524	15400
1873	26331
521	14632
1691	24972
810	14140
2574	19840
1490	12871
2408	31742
1587	23800
613	1818
1811	1033
610	10890
258	29415
1114	18013
2615	1283
2167	24776
1954	27538
1750	14067
732	17084
2533	18136
2538	27667
1311	19465
788	15253
992	14749
2527	14467
2519	25395
659	29184
2446	18510
47	12716
1865	19799
1208	2912
112	18550
485	22699
919	31888
1389	17730
2285	3113
903	25436
2568	25353
2022	18326
2563	21082
1445	12505
921	16613
2073	1517
1760	23889
1187	118
39	2563
2604	25814
2273	10744
2374	29277
689	29227
195	18730
1836	1195
1716	22493
1023	22731
635	11242
271	18398
1217	26178
2358	12684
1334	10773
797	3128
1367	13063
1849	22463
432	22470
1205	14294
1923	13622
815	18149
2596	17592
2341	11482
1871	14016
1341	31949
1176	21730
1048	16762
991	28184
2098	20236
250	191
2278	18076
1120	15368
1650	29140
730	27013
1876	27533
66	14340
1712	27270
1541	10645
72	12227
1388	16234
1545	16240
2375	2054
384	21463
1966	10784
2276	10535
25	16350
375	17140
1388	25134
1031	24004
638	17927
2086	29605
584	27267
272	2219
2273	1979
1747	1410
434	28876
668	14634
466	15242
2505	25637
1396	14910
164	27764
1734	2457
610	14395
2363	11551
1551	13263
1647	17391
1308	18857
593	31335
360	18611
1409	11204
2320	261
141	14825
1534	12241
2490	11180
2058	31220
1707	28069
1409	16969
1071	17301
1923	18031
300	19965
406	17124
1502	21733
95	22605
952	24171
963	31921
514	12890
1308	10146
1290	19414
1995	13
757	13583
729	28509
732	13830
1714	19199
1390	12627
1973	14676
132	28758
1966	1544
712	14814
1238	13843
113	16964
422	21087
106	24811
2556	17154
1832	31092
1419	31404
1828	10586
512	12093
584	21488
73	12959
1152	30195
1664	11258
131	11758
865	17511
1537	30748
1640	23976
1288	14999
1048	17313
2578	22305
1612	13908
409	10016
455	11543
1123	18833
1792	13262
265	30002
1159	14730
1090	31902
1711	13129
1807	24084
2308	2552
1672	11173
375	13502
1322	27651
1498	16948
1331	15657
95	17315
619	18709
1023	16644
1545	11166
2042	10708
123	1829
2534	13949
1574	27843
2300	28437
379	23228
1325	18372
570	15455
2604	22725
1936	15311
2113	16129
1102	179
2052	11268
2073	14374
1421	1566
1748	16635
435	15827
994	17041
1448	19209
1438	1796
1975	17397
1489	10778
341	16687
1919	1052
1234	18255
2379	17780
309	17077
1388	20358
1755	18136
531	28381
1944	1750
124	10483
1338	15839
1090	12732
1356	10778
625	22467
1936	10632
908	13431
1706	22074
1557	16390
1388	29715
1947	10333
761	22910
1302	14952
2193	11081
1809	1237
1602	23845
1386	27405
157	16264
2383	13223
556	13359
1990	10007
1489	1472
1489	19813
955	12515
562	1043
388	28914
857	26966
434	21437
30	27497
1724	16722
2039	21551
243	13102
2141	22382
539	10578
1953	1459
1953	13790
1940	29335
1471	12302
2332	14778
1876	27116
2286	11963
788	30456
2318	13064
97	13730
910	1557
524	20542
399	11813
306	24422
1460	18434
1427	11359
1047	12270
1484	2046
1422	13322
1036	12006
62	22640
748	2050
2568	17171
1512	20140
323	20420
1846	10387
1378	30879
1947	14936
19	18752
1698	28908
1092	12464
1509	24890
1571	18777
2421	26315
2509	1509
285	15320
147	13221
285	12989
755	24493
1329	16306
2021	27550
2188	1580
2142	28434
1089	21649
2434	28891
1832	144
1397	17566
1764	10448
232	14393
1156	15938
1148	13121
2080	25394
2077	11608
1134	16
2613	29933
95	13903
2502	21135
365	19738
689	12112
1678	25201
1729	11850
2601	24165
1798	20350
1341	1832
2092	13143
1714	22065
1678	17346
1724	18376
1987	24344
5	12443
750	16435
2275	2186
95	25978
876	10603
111	29191
2211	180
2267	18319
1430	17854
726	12985
2168	10690
994	26011
2053	2517
937	14499
1707	19947
1747	10797
1488	1852
1372	22503
2563	28449
2531	27218
1165	11001
2040	30349
408	10637
2144	13815
175	22137
1032	22510
1351	2058
1481	11043
